8572 A0A287A2J9,A0A287BHC9,F1SV31,A3EX84,A0A286ZV23,A0A286ZQA1,P79307,F2Z558 G1TVU3,G1SZT9,G1T250,P47845,G1SZE4,G1SIC9,G1SZM2,G1SDY5
8804 M9MMN1,P79307,D3K5N7,A0A287BHC9,F2Z558,A0A287A2J9,A0A286ZV23,F2Z5I5 G1T1L1,G1SZM2,G1TAE2,G1SMY6,G1SDY5,G1SZR6,G1SZE4,G1U419
8996 I3L5H9,A0A287A2J9,A0A286ZV23,A0A287BHC9,D3K5N7,F1RHK6,A0A287ACE1,A0A287B4M4 G1U8C1,G1SZR6,G1SZE4,G1SMY6,G1TAE2,G1SZT9,G1TDK5,G1TIX5
8996 I3L5H9,A0A287A2J9,A0A286ZV23,A0A286ZQA1,D3K5N7,F1RHK6,A0A287ACE1,A0A287B4M4 G1U8C1,G1SZR6,G1SZE4,G1SMY6,G1TAE2,G1SZT9,G1TDK5,G1TIX5
6820 A0A287A2J9,A0A287AWP7,A0A286ZV23,A0A287BHC9,A0A286ZQA1,F1SR02,F2Z558,D3K5N7 G1TVU3,U3KNV2,G1SZE4,G1SZT9,G1SIC9,G1SVW7,G1SDY5,G1TAE2
6820 D3K5N7,A0A287A4L2,A0A286ZV23,F2Z558,O02705,F1SRR6,A0A286ZQA1,K7GR70 G1TAE2,G1SVB7,G1SZE4,G1SDY5,A0A0G2JH20,G1SN63,G1SIC9,G1T143
8773 I3L7K2,A0A286ZV23,A0A287B4M4,A0A287A2J9,F1RHK6,A0A287BHC9,P79307,F1RWJ5 G1SSM2,G1SZE4,G1TIX5,G1SZR6,G1SZT9,G1SMY6,G1SZM2,P68105
8773 I3L7K2,A0A286ZV23,A0A287B4M4,A0A287A2J9,F1RHK6,A0A287BHC9,P79307,F1RWJ5 G1TWB1,G1SZE4,G1TIX5,G1SZR6,G1SZT9,G1SMY6,G1SZM2,G1T9F3
8773 F1S5K5,A0A286ZV23,A0A287B4M4,A0A287A2J9,F1RHK6,A0A287BHC9,P79307,F1RWJ5 G1TWB1,G1SZE4,G1TIX5,G1SZR6,G1SZT9,G1SMY6,G1SZM2,G1T9F3
1666 A0A286ZV23,A0A286ZQM7,A0A287B4M4,I3LBE3,F2Z4Y1,D3K5N7,A0A287BL28,A0A287A2R9 G1SZE4,G1T4C3,G1TIX5,G1SZD5,B7NZM8,G1TAE2,U3KN12,G1TF91
7232 A0A286ZV23,I3LN88,A0A287B4M4,A0A287A2J9,D3K5N7,F2Z540,A0A287BHC9,P79307 G1SZE4,G1SEV9,G1TIX5,G1SZR6,G1TAE2,G1T1D9,G1SMY6,G1SZM2
7232 A0A286ZV23,I3LN88,A0A287B4M4,A0A287A2J9,D3K5N7,F2Z540,A0A287BHC9,P79307 G1SZE4,G1T165,G1TIX5,G1SZR6,G1TAE2,G1T1D9,G1SMY6,G1SZM2
7232 A0A286ZV23,F1SEX6,A0A287B4M4,A0A287A2J9,D3K5N7,F2Z540,A0A287BHC9,P79307 G1SZE4,G1TGC0,G1TIX5,G1SZR6,G1TAE2,G1T1D9,G1SMY6,G1SZM2
7232 A0A286ZV23,F1SEX6,A0A287B4M4,A0A287A2J9,D3K5N7,F2Z540,A0A287BHC9,P79307 G1SZE4,G1SVQ9,G1TIX5,G1SZR6,G1TAE2,G1T1D9,G1SMY6,G1SZM2
7232 A0A286ZV23,F1SEX6,A0A287B4M4,A0A287A2J9,D3K5N7,F2Z540,A0A287BHC9,P79307 G1SZE4,G1T4R0,G1TIX5,G1SZR6,G1TAE2,G1T1D9,G1SMY6,G1SZM2
7232 A0A286ZV23,A0A287B4V5,A0A287B4M4,A0A287A2J9,D3K5N7,F2Z540,A0A287BHC9,P79307 G1SZE4,G1T4R0,G1TIX5,G1SZR6,G1TAE2,G1T1D9,G1SMY6,G1SZM2
7232 A0A286ZV23,A0A287BK29,A0A287B4M4,A0A287A2J9,D3K5N7,F2Z540,A0A287BHC9,P79307 G1SZE4,G1T0X6,G1TIX5,G1SZR6,G1TAE2,G1T1D9,G1SMY6,G1SZM2
7232 A0A286ZV23,F1S5N5,A0A287B4M4,A0A287A2J9,D3K5N7,F2Z540,A0A287BHC9,P79307 G1SZE4,G1TGC0,G1TIX5,G1SZR6,G1TAE2,G1T1D9,G1SMY6,G1SZM2
7232 A0A286ZV23,F1S5N5,A0A287B4M4,A0A287A2J9,D3K5N7,F2Z540,A0A287BHC9,P79307 G1SZE4,G1SVQ9,G1TIX5,G1SZR6,G1TAE2,G1T1D9,G1SMY6,G1SZM2
7232 A0A286ZV23,F1S5N5,A0A287B4M4,A0A287A2J9,D3K5N7,F2Z540,A0A287BHC9,P79307 G1SZE4,G1T4R0,G1TIX5,G1SZR6,G1TAE2,G1T1D9,G1SMY6,G1SZM2
599 P79307,A0A287B4M4,F1RHK6,A0A287BL78,F1RWM5,F1SAK9,A0A287BHC9,A0A286ZV23 G1SZM2,G1TIX5,G1SZT9,G1TAA3,G1SZL0,G1TAB1,G1SMY6,G1SZE4
8639 F2Z566,A0A286ZV23,D3K5N7,A0A287A2J9,F2Z558,A0A286ZQA1,I3L897,P79307 G1SUD3,G1SZE4,G1TAE2,G1SZR6,G1SDY5,G1SIC9,G1SXS3,G1SZM2
8639 F1STU0,A0A286ZV23,D3K5N7,A0A287A2J9,F2Z558,A0A286ZQA1,I3L897,P79307 G1SUD3,G1SZE4,G1TAE2,G1SZR6,G1SDY5,G1SIC9,G1SXS3,G1SZM2
6821 D3K5N7,A0A287A4L2,A0A286ZV23,F2Z558,O02705,F1SRR6,A0A287BHC9,K7GR70 G1TAE2,G1SVB7,G1SZE4,G1SDY5,A0A0G2JH20,G1SN63,G1SMY6,G1T143
8454 F1RGX9,D3K5N7,A0A286ZV23,P79307,A0A287A2J9,A0A286ZQA1,A0A287BIK4,F2Z558 G1SXF3,G1TAE2,G1SZE4,G1SZM2,G1SZR6,G1SIC9,G1TEY7,G1SDY5
6880 A0A287B4M4,F1RHK6,A0A287ABY4,B8Y650,P79307,A0A286ZV23,A0A287BHC9,A0A287A2J9 G1TIX5,G1SZT9,G1SVF4,G1T4I7,G1SZM2,G1SZE4,G1SMY6,G1SZR6
3805 A0A286ZV23,F1SUV0,K7GR70,A0A287A2J9,A0A287B4M4,D3K5N7,D7RA28,A0A287BHC9 G1SZE4,U3KMN9,G1T143,G1SZR6,G1TIX5,G1TAE2,Q8MK68,G1SMY6
1309 A0A287B4M4,A7BJW1,P34999,A0A286ZV23,F1RHK6,I3LHJ5,F1RYE9,A0A286ZQA1 G1TVU3,G1TAV7,G1TA77,G1SIC9,G1SZT9,A5A4K8,G1SGZ9,G1SMY6
1309 A0A287B4M4,A7BJW1,I4IYB5,A0A286ZV23,F1RHK6,F1SUF1,F1RYE9,A0A286ZQA1 G1TVU3,G1TAV7,Q6ECK6,G1SIC9,G1SZT9,G1SXH5,G1SGZ9,G1SMY6
1309 A0A287B4M4,A7BJW1,I4IYB5,A0A286ZV23,F1RHK6,F1SUF1,F1RYE9,A0A286ZQA1 G1TVU3,G1TAV7,Q6ECK6,G1SIC9,G1SZT9,P79218,G1SGZ9,G1SMY6
1309 A0A286ZV23,K7GND2,F1SRJ6,K7GR70,D3K5N7,F1SRB6,A0A287AHF0,A0A287BHC9 G1SZE4,G1SZ36,G1SIW6,G1T143,G1TAE2,G1U8V0,G1T2V7,G1SMY6
1309 A0A287B4M4,A7BJW1,A0A140TAJ7,A0A286ZV23,F1RHK6,I3LHJ5,F1RYE9,A0A286ZQA1 G1TVU3,G1TAV7,G1SPP9,G1SIC9,G1SZT9,A5A4K8,G1SGZ9,G1SMY6
8961 F1SFR7,D3K5N7,A0A286ZV23,F2Z558,K7GR70,A0A287BHC9,A0A287A233,A0A287A2J9 G1U907,G1TAE2,G1SZE4,G1SDY5,G1T143,G1SMY6,G1TPA9,G1SZR6
9047 F1S3R9,A0A286ZV23,A0A287B4M4,D3K5N7,F1RHK6,A0A287BHC9,A7LKB1,A0A287A2J9 G1TRQ7,G1SZE4,G1TIX5,G1TAE2,G1SZT9,G1SMY6,G1U0D5,G1SZR6
9047 F1S3R9,A0A286ZV23,A0A287B4M4,D3K5N7,F1RHK6,A0A286ZQA1,A7LKB1,A0A287A2J9 G1TRQ7,G1SZE4,G1TIX5,G1TAE2,G1SZT9,G1SMY6,G1U0D5,G1SZR6
5039 A0A287A2J9,A0A287BNT0,A0A286ZV23,K7GR70,A0A287BHC9,A0A286ZVH7,F2Z558,D3K5N7 G1SZR6,G1TE94,G1SZE4,G1T143,G1SMY6,G1SYP2,G1SDY5,G1TAE2
4459 A0A287A2J9,A0A286ZV23,D9U8D1,K7GR70,A0A287B4D6,A0A287BHC9,A0A287B4M4,F1RHK6 G1SZR6,G1SZE4,P63169,G1T143,G1TFN4,G1SMY6,G1TIX5,G1SZT9
1633 A0A287B4M4,F1SHD4,F1RHK6,F1RFL8,F1RF93,A0A286ZV23,F1RG69,D3K5N7 G1TVU3,G1U6P9,G1SZT9,G1SJT1,G1TIW9,G1SZE4,G1SG61,G1TAE2
1633 A0A287B4M4,F1SHD4,F1RHK6,F1RFL8,F1RF93,A0A286ZV23,F1RG69,D3K5N7 G1TVU3,G1T2X4,G1SZT9,G1SJT1,G1TIW9,G1SZE4,G1SG61,G1TAE2
1633 A0A287B4M4,F1SNC8,F1RHK6,F1RFL8,F1RF93,A0A286ZV23,F1S8W2,D3K5N7 G1TVU3,G1U0W0,G1SZT9,G1SJT1,G1TIW9,G1SZE4,G1T1R8,G1TAE2
1633 A0A287B4M4,A0A286ZQA8,F1RHK6,F1RFL8,F1RF93,A0A286ZV23,I3LF69,D3K5N7 G1TVU3,G1SXD4,G1SZT9,G1SJT1,G1TIW9,G1SZE4,G1SUI1,G1TAE2
1633 K7GR70,F1RRS6,A0A286ZQA1,A0A287B5M8,I3LTU2,A0A286ZV23,F8R6K7,D3K5N7 G1T143,U3KMX0,G1SZT9,G1TIU4,G1TUQ4,G1SZE4,G1TCW3,G1TAE2
1633 K7GR70,F1RRS6,A0A286ZQA1,A0A287B5M8,I3LTU2,A0A286ZV23,F8R6K7,D3K5N7 G1TVU3,U3KMX0,G1SZT9,G1TIU4,G1TUQ4,G1SZE4,G1TCW3,G1TAE2
1633 A0A287B4M4,B1PHQ8,F1RHK6,F1RFL8,F1RF93,A0A286ZV23,F1RG69,D3K5N7 G1TVU3,G1U6P9,G1SZT9,G1SJT1,G1TIW9,G1SZE4,G1SG61,G1TAE2
1633 A0A287B4M4,B1PHQ8,F1RHK6,F1RFL8,F1RF93,A0A286ZV23,F1RG69,D3K5N7 G1TVU3,G1T2X4,G1SZT9,G1SJT1,G1TIW9,G1SZE4,G1SG61,G1TAE2
6737 D3K5N7,A0A287AZ31,A0A286ZV23,F2Z558,P79307,A0A287BIK4,A0A287A2J9,A0A286ZQA1 G1TAE2,G1TCZ9,G1SZE4,G1SDY5,G1SZM2,G1TEY7,G1SZR6,G1SIC9
2805 P79307,A0A287B4M4,F1RHK6,F1S1M5,F1RP15,A0A287BHC9,A0A286ZV23,F1RNA6 G1SZM2,G1TIX5,G1SZT9,A6N4D0,G1T4A9,G1SMY6,G1SZE4,G1SP89
785 A0A287B4M4,I3L8A2,F1RHK6,P79307,F1RWM5,A0A286ZV23,A0A286ZSJ2,A0A287BHC9 G1TIX5,G1T632,G1SZT9,G1SZM2,G1SZL0,G1SZE4,G1U8A0,G1SMY6
785 A0A287B4M4,A0A287AMD7,F1RHK6,P79307,F1RWM5,A0A286ZV23,A0A286ZSJ2,A0A287BHC9 G1TIX5,G1T632,G1SZT9,G1SZM2,G1SZL0,G1SZE4,G1U8A0,G1SMY6
2304 F1SUZ6,F1RFL8,A0A287BHC9,P79307,B6E241,A0A286ZV23,D3K5N7,A0A286ZN56 G1TGD9,G1SJT1,G1TVU3,G1SZE4,G1SR27,G1SZM2,G1TAE2,G1SVQ8
2304 F1SUZ6,F1RFL8,A0A287BHC9,P79307,B6E241,A0A286ZV23,D3K5N7,A0A286ZN56 G1TGD9,G1SJT1,G1SMY6,G1SZM2,G1SR27,G1SZE4,G1TAE2,G1SVQ8
2304 F1SUZ6,F1RFL8,A0A287BHC9,P79307,B6E241,A0A286ZV23,D3K5N7,A0A286ZN56 G1TGD9,G1SJT1,G1SMY6,G1SZM2,G1SR27,G1SDY5,G1TAE2,G1SVQ8
