Q6DFW4 Q9ESX5
Q9CXD6 Q9CXD6
Q9R0N4 Q9R0N4
Q91WN1 Q9QYR6
Q8K215 Q8K215
Q8BGZ3 Q8R2U0
O35558 Q9R0B8
Q9Z1L4 Q9Z1L4
A0A0R4J0V4 Q8C4X1
P32921 P32921
P62743 O55111
Q9R1R0 Q9WUZ7
Q9D6Z1 Q9D6Z1
P35293 Q8R5K4
Q8BGA7 Q8QZV0
P10711 Q9CPY4
P49650 P26955
Q91ZY2 Q7TNF0
Q3U8Y1 P26350
Q3UHX9 Q3UHX9
S4R2L8 Q9DAG9
Q9CPW4 Q9CPW4
J3KMM6 A0A0R4J174
O35980 O35980
Q7M757 F8VPZ5
Q99JH8 Q7TN22
Q91WD9 Q6P243
H3BLG8 Q99NF3
Q3UIL6 Q3UIL6
A2AKB9 A2AKB9
Q8K2A1 Q8K2A1
Q924W9 Q924W9
Q9D1C3 Q9Z324
Q99M03 Q9QVN7
P70227 P70227
Q9CZV5 Q9CZV5
P63139 Q9JHG7
Q8BLD9 Q6NS65
P0C872 Q6NVF4
Q80Z38 Q3V1Z0
Q3UH06 F6Z7L1
O70237 O70237
Q9JKQ4 Q9JKQ4
Q9D662 Q9D662
Q2TV84 Q8R373
O88569 O88569
Q8BGE5 Q8BGE5
P42128 P42128
Q8CCK0 E9PZM4
P56581 B1AUF1
O35375 O35375
Q64523 Q64523
Q9D3S9 Q9WU56
O35066 Q8C0N1
F8VQL0 F8VQL0
Q9JLR9 Q921I0
Q61112 Q61112
P27048 Q3U8Y1
Q8R1Y2 Q8R1Y2
Q8K4Z5 Q8BVQ9
Q9D0F4 Q8VDD9
P09084 P09084
A6H603 Q4VAH7
Q8K182 Q8K182
Q8BJD1 Q8BJD1
P28867 P28867
Q6P5F9 Q6P5F9
Q9QWL7 Q6ZQA0
Q3V0Q6 Q3V0Q6
Q69ZK7 P59644
P20664 Q61527
Q921D9 Q99NC0
A0A0R4J092 B1AZA5
P29758 Q8CHW4
Q8BUB4 Q8K057
Q80VC6 Q9D3W4
Q8CGF7 Q8CGF7
Q6PJN8 Q8VDZ4
Q9ER05 Q8BP97
Q9DBF1 Q149C2
Q03963 Q03963
Q9CPN7 Q9CPN7
Q8BGB2 E9QP49
Q9CPQ2 Q3TT66
A0A0B4J1G6 Q9D3L0
P59598 Q9Z0F8
G3X9Z0 H3BJ52
Q9R007 Q9R007
Q91VE6 Q9CYH6
Q8K3V1 Q60773
Q8JZP3 Q4G5Y1
A0A1B0GR87 A0A1B0GR87
Q3UJV1 Q9WUI0
Q9CR39 Q9CR39
Q9D8U3 A2RTG9
Q149T1 Q80ZD3
Q8C0Q3 E9Q5L8
Q8VBV4 Q61026
Q05909 Q62241
Q61501 Q61501
Q8K057 Q4VAH7
Q9WU20 Q9WU20
Q62225 Q62225
Q62209 Q99KW9
P62274 Q68ED3
Q6DFW4 Q6DFW4
P04184 P04184
Q8BZ34 Q8BZ34
P22892 P22892
Q9CWL2 Q9CTH6
Q8VEK2 Q8VEK2
P60710 P60710
Q6ZQA0 M0QWA7
Q9WVC6 Q9WVC6
P62827 P62827
E9PXY8 E9PXY8
Q6RUT8 A0A1B0GS01
E9Q7T4 E9Q7T4
Q61160 Q8CE33
F6SKQ8 E9QMJ8
Q6Q477 B0V2N1
E9Q0Y4 E9Q0X2
Q8BTG7 Q99JP7
Q8VE37 Q61026
Q1RNF8 Q1RNF8
P58390 P09036
Q8BYL4 Q9D0B6
A0A0A0MQF5 A0A0A0MQF5
Q99JR8 Q99JR8
Q9ESJ0 Q9ESJ0
Q9D2F7 A6BLY7
O55134 O55134
P14142 P14142
A0A0R4J1V0 Q9Z180
Q9QYB1 P33609
P17553 P17553
Q8BGF9 Q8BGF9
P63271 Q9QY93
A0A0R4J1E2 A0A0R4J1E2
Q505B8 Q505B8
Q9R171 Q9R171
Q3U0X8 P97718
F6ZDS4 Q9WUA2
O54788 Q9DD02
Q08024 Q08024
Q9D8Y8 Q8BLG0
E9Q1U6 E9Q1U6
D3Z6P0 P51436
Q64347 Q64347
Q8BYN3 Q8VE37
P0C7T6 P0C7T6
Q9D979 A2AWP8
P40142 P40142
Q9CPX9 Q9QZW9
Q8C7V3 Q80X73
Q6NSR8 Q6NSR8
Q8C4X1 A0A0R4J0V4
Q5SSG5 Q5SSG5
Q3TTA7 Q6A009
Q9Z1D8 Q9Z1D8
A2AIV8 P97445
Q8BT07 O35625
Q6NXY1 P62500
Q60773 Q60773
A2ADH1 Q8CCK0
Q6VGS5 Q80X56
Q9CR40 Q5SSK3
P26955 A0A0B4J1F0
Q69Z26 Q69Z26
Q9CQE0 A2AIW0
Q9Z103 O70194
Q8BS90 B9EJ22
Q91VR8 Q80XI4
Q6GQT0 Q6GQT0
F8VPX2 F8VPX2
O70343 Q8C0D7
Q9D281 Q9D281
G3X9Z4 P59470
Q9CQ29 Q9CQ29
A0A087WSS2 O88622
O08580 O35047
Q9CVI2 A2AEP2
Q8CGF7 Q3URQ0
Q02242 Q8BIF0
Q78IK2 Q8VDS3
Q6PDH4 Q3V1L6
P70321 Q64028
Q99L45 Q99L45
A0A1Y7VNL1 A0A1Y7VNL1
Z4YJW6 Z4YJW6
A0A0B4J1F1 A0A1L1STX8
P48281 P48281
H3BJM0 H3BLQ9
Q60769 Q60769
Q9CWY9 Q9Z191
Q78YY6 Q78YY6
Q8K4Z5 Q9D0E1
A0A0A0MQF3 A0A0A0MQF3
A0A0R4J0H8 A0A0R4J0H8
A0A087WQ16 A0A0R4J1N6
A2AVZ9 A2AVZ9
Q9JL15 Q9JL15
Q9D662 Q5RL57
Q69ZS0 Q69ZS0
Q91X52 Q91X52
P59024 P59024
Q8C2K1 P42228
P37242 A2A7B5
Q61743 P70170
P59672 A0A140LJ72
A0A1L1SSA4 O35984
Q9CQA1 Q8BZ33
A0A1I7Q4A6 A0A1I7Q4A6
P97393 Q8K0K3
Q08460 P42337
Q91Z50 Q91Z50
Q3UB74 Q9DCX8
A2A4P0 Q8C5Q4
Q9WUU6 P70325
Q8K4G5 Q8K4G5
Q3UMA3 Q3UMA3
Q8BY02 Q921N6
Q9D8U8 A2A7S8
Q4VAH7 Q8K057
Q9WVA4 E9Q394
Q9JHG1 Q9JHG1
Q9JJP2 Q91ZD6
S4R1N2 Q80YA8
Q9EPL8 E9Q7G0
Q9Z0H0 Q63871
Q3UHI4 Q3UHI4
Q3U0X8 Q80UK0
Q80U35 Q8K1K9
Q8R1I1 Q61670
Q9WUZ7 Q8R100
P41233 Q8VCM3
Q8VEB1 Q8VEB1
Q9CRB9 Q61024
P00756 P00756
Q07563 Q3UQZ7
P51656 P40226
Q6NXL5 Q6NXL5
Q80YA8 P23578
Q9ERS5 Q8CAF4
O70622 Q9JJA7
Q8BZ60 D3Z742
Q6PEB6 Q6PEB6
Q9DBC3 Q8R3C0
Q3UZ64 A0A0U1RNL9
P97930 Q61670
O88838 O88838
Q8BR07 A2A8Z1
Q8BFW7 Q8BFW7
Q8VCM4 Q8VCM4
Q8VBX6 Q8VBX6
F8VQJ3 Q9Z248
Q8VHJ7 O35047
Q9Z2I9 Q9Z2I9
Q8BJW7 Q8BJW7
Q80W47 Q5EC55
Q8K4Q7 Q9ER72
E9QAP1 Q8K3P0
Q4VAH7 Q6VH22
Q60876 Q60876
P51576 P51908
A2AEP2 A0A1L1STX8
Q9Z0G7 Q9Z0G7
Q8VHN8 Q8VHN8
P59598 Q9CPY4
Q64347 Q8BWY4
P80206 P80206
Q9D0B0 Q9D0B0
P53395 P53395
Q9JKN1 Q8K1A5
Q8BHE3 Q8BHE3
Q91WQ5 Q8BI21
Q0VGT4 Q0VGT4
Q91W97 Q91W97
Q9JLY7 Q9JLY7
Q8CB14 Q8CB14
Q9CQI9 Q9CQI9
Q9DBR3 Q6RHW0
Q9D4C5 Q8BJH1
Q6IR34 Q60649
Q9CXD6 Q766D5
Q3TMP1 Q3TMP1
Q80UK0 Q80UK0
E9PV60 A2AUC9
Q9JK37 Q69Z26
Q9JIF0 Q9JIF0
Q99JR8 E0CYV0
Q8JZL2 Q8JZL2
A0A0R4J174 J3KMM6
Q62160 P07321
Q3U3J1 Q3U3J1
Q3URQ0 Q8CGF7
Q9D7L7 Q9D7L7
P50149 Q9WV31
Q9CQ26 Q3UTR7
Q9R0P5 P43275
Q924Z5 Q924Z5
P70170 Q8BXN7
Q99J21 Q924W9
Q3U1N2 Q8BUE4
Q8BHE3 P63056
Q8R1N4 Q8R1N4
G5E8F8 G5E8F8
Q80V26 Q9ERL7
P97473 Q9CQ40
O35161 G5E8C4
A2BDX3 Q80VV3
Q8K1Y2 Q8K1Y2
Q9Z0V8 Q9Z0V8
D3YYQ7 H3BKL1
P59648 P59648
D3YXI6 D3YXI6
Q8VE92 Q8VE92
Q8CGF7 Q6P5D8
Q8BR65 Q8BR65
Q6P5D3 Q6P5D3
Q91VK1 F8VQ29
G3X8R8 O35625
Q8K4G5 Q3TT38
Q8R0F9 Q8R0F9
Q8K2Y0 Q8K2Y0
Q8CHB8 Q8CHB8
Q61733 Q8BYL4
Q8C428 Q66X22
Q3UFM5 Q3URQ0
Q3UFM5 Q6P5D8
E9QKM8 E9QKM8
A0A0R4J1J6 Q9D321
P31750 P31750
Q9D6F4 Q3TY86
P10711 P08122
Q921W7 Q921W7
P70304 P16283
P0C872 Q9CWY9
Q8C2Q3 Q8C2Q3
Q80YE7 Q80YE7
Q8K450 Q8K450
A0A0R4J2D4 A0A0R4J0D5
Q8BGZ3 Q8R0W1
Q80VP5 A2AEP2
Q8BPY9 Q9CZS1
A2AIV8 Q9WVM1
O54917 F8VQ40
Q08024 Q9DBZ1
Q9WVM1 Q9WVM1
Q8JZL0 Q8JZL0
Q922H7 Q8QZS5
A0A0R4J1H2 Q8C9M8
P35487 A6H611
Q80Y50 Q8BI66
Q3UPE3 Q9D3L0
Q8BWT5 Q8BWT5
Q9QZN1 Q8R124
Q3URQ0 Q9Z103
Q8BZ89 Q69ZZ6
A0A0A6YVW5 Q61398
A0A0R4J008 A0A0R4J008
Q3UKU1 A2AQR4
Q921L5 Q921L5
Q922X9 P58390
B1AWD9 B1AWD9
Q9Z321 Q9Z321
Q8BMC1 Q9ER05
Q80UP3 O35625
Q6PDK0 Q6PDK0
Q9D3W4 O89033
Q62486 O55134
P54369 Q5U462
Q9CQS6 Q52KG4
Q8BZR9 Q8BZR9
Q8BHW2 Q8BHW2
Q99MJ9 Q8BGA5
Q9DBR3 O09172
G3UX50 Q3UKR0
Q6P6I6 Q6P6I6
G5E8B9 G5E8B9
Q9ES57 Q9ES57
F8VQ29 F8VQ29
Q9CTH6 B1B0C7
Q9D4H2 Q9JK37
Q3UQU0 Q3UQU0
P31230 Q8VDD9
B9EJ22 Q8BS90
P70460 Q5RIM6
P31230 Q923D4
Q61026 Q8VBV4
P32082 Q99P50
O35892 Q8K3F7
A2A5N8 P70362
Q80TF4 Q8R3C0
P37242 J3KMG9
E9PZM4 E9PZM4
Q9ERS5 Q8K2J7
A2RTG9 Q8C428
P49650 Q6F5E0
Q91WA6 Q7TME2
Q9Z131 Q9Z131
Q9EQI5 Q9CQ36
Q9D2D7 Q8K301
Q8BYG9 Q9CQS4
Q8BMC1 Q8BMC1
P59598 P08122
P98191 P49650
P97785 P97785
Q8K1C7 Q9D9W1
Q80UY2 Q80UY2
Q6PE84 Q6PE84
Q9D0F4 Q05909
O08811 O08811
Q8BRM2 Q8BVU5
Q9Z277 Q91WM1
A0A0A0MQ97 Q32NY6
Q8K057 Q61743
Q9ES74 Q9ES74
Q7TPN9 Q8CFN8
P40630 P40630
F6VZ99 A0A0R4J0C0
Q6NVF4 P0C872
Q5IRJ6 Q5IRJ6
A0A0R4J138 B9EJX5
Q80UP3 Q9CS74
A0A1B0GQY9 A2RTU1
D6RIL5 A0A0R4J093
P08103 P08103
Q9Z0L4 Q9Z0L4
Q8BVU5 Q9DAG9
P01139 P01139
P0C7N9 Q3U3I9
P11680 P11680
Q9JJF2 Q9JJF2
Q3V157 Q3V157
B9EHI3 B9EHI3
Q9EST5 Q9EST5
Q9CQW0 Q9CQW0
Q0VFX2 A2AWP8
P70347 P70347
Q64314 Q64314
Q99LC4 Q8K2H1
Q8BSM7 Q8BSM7
A6H603 Q61743
Q923D4 Q05909
Q80X56 G5E8T9
Q8C4X1 A0A1Y7VLC3
Q9CWR2 Q9Z0F8
B1AUF1 Q8BYN3
Q9R0U5 P70304
Q9ER72 F6SLK1
Q9ER69 Q9ER69
Q7TT18 P97445
Q921N6 Q3V3R1
Q8BJW5 Q8BJW5
O08747 O08747
Q9D4C9 E9Q9M9
Q8K4K3 Q5BJ29
Q80U78 Q80U78
E9Q2I4 B9EJX5
P05214 P05214
Q62556 Q62556
O08848 Q8BPY9
Q8C0N1 O70176
Q9DBQ9 Q9DBQ9
A2A5Z6 A2A5Z6
B2RXC6 E9Q9B7
Q8R2U0 Q8CJ67
Q3UHE1 Q3U0X8
P23249 P23249
Q69ZS0 A0A1N9NPH8
P25233 P25233
Q01063 Q9WVA4
P63325 P63325
Q8VI64 Q8VI64
Q8BHD0 P12388
A0A2I3BQS6 E9Q2H1
Q99J83 Q99J83
Q8BUL5 Q8BUL5
Q9CZJ6 Q9CZJ6
A0A0A0MQ83 A0A0A0MQ83
Q8R0A0 Q8R0A0
Q9DB54 Q9DB54
Q91VT1 Q8VE18
Q3U309 A0A1B0GQY9
P31532 P31532
Q9WV04 Q8C9M8
P0C242 Q9ERC3
Q9WUA2 A2AIV2
Q9JLR9 Q3UWW6
Q9QZ41 Q9D3W4
O88904 A0A0R4J0V4
Q9Z1B8 Q9Z1B8
Q9D023 B0V2N1
Q9D8U3 Q8C428
Q8CEE7 O08734
Q922H7 A2ADB2
A0A286YDA8 E9QPX3
F7BWJ7 A2RTU1
Q3U2J5 Q61471
A2AIV2 Q8CGF7
E9Q6I3 E9QMY5
Q99JB0 Q99JB0
Q8K3D3 Q8K3D3
Q5SQF8 Q8BR65
P70428 P70428
Q0VGU4 Q99JP0
P97785 Q8BHT7
Q9CWT6 Q80TF4
Q9DB07 Q9DB07
Q8R310 Q9DBP0
P47857 P47857
Q8CJ67 Q8R0W1
Q6PAL7 Q9CPT5
Q80UW8 P97760
Q9Z1D1 Q9Z1D1
Q61115 Q61115
D3YXK0 D3YXK0
Q61496 Q3V125
Q9CVI2 A0A0B4J1F1
G3UYS1 G3UYS1
Q07563 Q9ER73
Q91WD5 Q91WD5
Q9CX86 Q9CX86
Q60664 Q60664
Q9JK37 Q99M03
P26955 E9PXZ3
E9Q3T6 A2AWL7
P28230 P28230
P27889 Q8BR65
E9Q4N7 E9Q4N7
Q9QY93 Q3ULJ3
H7BWZ9 Q80WC9
Q8BHL6 D3YYQ7
P17897 P17897
Q9WTZ1 Q9WTZ1
Q9D2D7 Q9D2D7
Q9D0E1 Q9D0E1
O54915 O54915
Q9DB30 Q8BNI4
Q8R373 G3X9F2
Q9JHG1 Q9D1C3
E9QP49 Q8CAF4
P43267 P43267
P09025 P09025
D3YWW5 Q9JI57
O35685 O35685
P20181 P20181
Q6F5E0 A0A0B4J1F0
Q9D903 Q9D903
Q80WC9 H7BWZ9
Q8K2Z4 Q8K2Z4
Q9DD02 Q9CQF4
A0A0N4SV67 A0A0N4SV67
Q8VDF2 Q8VDF2
Q52KR2 Q52KR2
Q3ULW6 Q3ULW6
Q9CYD3 Q9QYC7
O35980 Q61527
F8VQ54 Q80ZX0
Q9CZ04 P35639
Q9JJR8 Q9JJR8
O35280 O35280
B7ZC94 B1ATC3
Q9QZ41 Q8BS90
Q99K74 A0A0R4J0V0
Q9JK37 E9PW83
Q80W04 Q80W04
Q9CWQ8 Q9CWQ8
Q62421 Q62421
A6H603 Q8BUB4
Q9CUB6 Q5U4H9
A0A0R4J1S3 Q60695
Q9D8U8 Q8CAF4
A0A0R4J0B8 J3QQ44
Q9Z1X9 F7DDS0
Q8VDV8 Q8VDV8
J3KMG9 O70494
Q9R0B8 Q9R0B8
O54950 A2ADB0
Q8BYI6 Q6NWV3
Q3TIX9 Q3TIX9
Q80W37 Q80W37
Q8C804 Q9CS74
Q9CUN6 Q9CUN6
F8VQ93 F8VQ93
Q6PFE7 E9QMN1
Q8R0W1 Q8BGZ3
P29699 P29699
Q64028 E9QK22
A4Q9F4 Q8VEK2
Q3URQ7 Q9JJ78
O88602 Q9QWW1
Q9Z0F6 Q9Z0F6
Q8C761 F7BWJ7
Q925Q5 P09084
Q9WUI1 Q9D0M0
Q99PE9 Q99PE9
Q07231 Q69Z26
Q99PM9 P54369
Q9QZN1 E9PV60
Q8BLD9 Q8BLD9
Q9CY73 Q8K119
Q61818 Q61818
Q5F2E8 Q5F2E8
Q921G8 Q9CRT8
O88992 O88992
Q64343 Q64343
P59672 G3X8V6
Q9Z2H6 Q9Z2H6
Q6P243 Q8R0S1
Q64205 Q64205
Q9JHE7 Q8C142
O08970 Q8CB14
Q924W9 Q9CPZ1
Q8BH59 E9QPE7
Q99ML1 Q99ML1
Q5F2E7 P46686
Q9D1C8 Q9D1C8
Q61738 Q61738
O54917 Q9CWR2
Q8BK63 Q8BK63
Q78IK4 Q99MV1
O70546 Q8C6B9
Q9DBH0 Q9CX34
Q8BT07 Q99PN3
Q8CGK3 Q8CGK3
Q8VEK2 Q3URE1
Q8BKN5 Q8BKN5
A2ASQ1 G5E8B9
Q80UP3 Q8C804
Q4FZF3 O54825
Q61733 Q61733
Q9D1Q6 Q9D1Q6
E9Q2I3 Q8CHP8
G3X8V6 G3X8V6
Q8BHA9 B7ZCC9
B2RXC2 Q9QXY7
O35912 O35912
P13864 Q64213
B7ZBV9 B7ZBV9
Q05928 Q8VE01
Q9D321 A0A0N4SVK4
Q05909 Q9CQT2
Q5BJ29 Q5BJ29
O55082 D3YXR2
O08614 Q8VDD9
O88470 O88470
O35161 O35161
O09172 Q61781
Q9WUZ3 Q9JMA3
E9PXZ3 E9PXZ3
Q6VH22 Q61743
P12961 P12961
Q80YR7 Q9QZ41
Q8K301 D3Z742
Q9EQW6 Q9EQW6
O70492 Q8VDD9
Q80ZM5 Q80ZM5
Q9JKN1 Q8C025
P26955 Q6F5E0
Q9Z191 Q9Z191
Q8BUB4 Q4VAH7
E0CXC6 E0CXC6
O08804 Q9CZL0
Q8CCI5 Q8CCI5
Q8K003 Q80Y24
Q8C428 A2RTG9
Q9QYH6 Q9QYH6
P67984 P67984
Q99P91 Q99P91
Q9R078 Q9R078
Q9D868 Q923D4
Q6ZPF4 Q6ZPF4
Q6P5D8 Q8CGF7
E9Q317 E9Q317
Q501J7 P62254
Q8BLG0 A0A0R4J073
Q9CQS4 P43267
Q62203 O70492
Q99MS7 Q0P5X5
Q8BGA7 Q9WUZ7
Q571I4 Q571I4
Q6PHZ5 Q6PIP5
Q6PJN8 Q6PJN8
Q8C102 P0C7M9
Q8VIG1 Q8VIG1
A0A0R4J057 A0A0R4J057
Q9JLY7 P70697
Q5D078 O55082
Q6PB66 Q64012
Q61098 G3XA20
Q5D0E0 Q5D0E0
Q91XX2 Q7TQF1
Q8BZ36 Q8BZ36
Q8BGQ7 Q8BGQ7
Q52KB6 Q52KB6
A0A0A6YXB2 Q0VAV1
Q9QZB9 Q9QZB9
Q9QXV1 Q3UHX9
Q8VBU8 Q9WU42
Q6PAL0 Q6PAL0
P01867 P01867
Q3U309 Q8C761
Q8BVY4 E9QMJ8
A0A0R4J267 Q8VDZ4
Q8BU30 Q99JX4
P32082 P32082
Q9CUB6 Q9JJP2
E9Q6P5 E9Q6P5
E9Q3C1 E9Q3C1
Q9JIZ5 Q9JIZ5
P35762 A2ACM0
P37242 Q8BW72
Q61024 Q9Z1F9
P19973 P19973
A0A1Y7VLV0 A0A0R4J0G9
J3KML0 Q8BLI0
A2AQR4 Q3UJV1
Q61187 Q61187
Q61098 A3KBF5
Q80W47 A0A1D5RLV3
P31266 P31266
A2A863 A2A863
Q3UQZ7 Q9ERZ0
Q7TNK1 P07744
Q99MW1 Q99MW1
Q91YH5 Q99KI0
A0A0B4J1G6 A0A0B4J1G6
Q9D1Q1 Q05921
Q3UHX9 Q8BZ60
E9Q3H6 E9Q3H6
Q8BGZ1 Q8BGZ1
Q9ET30 Q9ET30
Q9JHG7 Q3U436
Q78IK4 Q78IK4
Q8VDW4 A0A0A0MQF3
Q8K2W9 Q8BGE5
A2ARP9 A2ARP9
Q7TS68 Q7TS68
P70304 Q9R0B8
P54731 Q9ESW4
Q8R3C0 Q8BND3
Q9JI57 P51944
Q9WVA4 Q01063
Q640N3 Q640N3
A0A1L1SU27 A0A1L1SU27
P54775 P54775
E9QMY5 Q0VBM2
Q7TPS3 Q9DBY4
Q8BZ60 Q8CCK0
P70284 Q9DBZ1
B2RS19 B2RS19
Q78T81 Q78T81
A0A1D5RLV3 Q5EC55
Q9DD03 Q9DD03
Q9CYU6 Q99M01
A2AF53 A2AF53
Q8BFX1 Q8BU88
Q8VE19 Q8VE19
Q91WQ5 Q8BUR3
A0A0R4J0R3 Q6P9Z1
Q5GH67 Q8R4Y8
A0A0R4J1N6 A0A0R4J1N6
A0A0R4J267 G3X8Q7
P80318 P80318
Q9CR83 Q8BGI7
O08579 O08579
Q9CQU3 Q9D023
Q9WV84 Q3URQ7
Q7TMQ7 F8VQ54
P10146 P58308
Q80YT5 Q80YT5
Q60715 Q60715
P35639 P51450
O35218 Q99MU3
Q3UD01 P59672
Q5U5I3 D3Z603
A0A140LHD2 A0A140LHD2
O08688 E9Q2I3
Q8K2W9 Q8K2W9
G3X908 A2ANQ2
H3BK33 E9QNV2
F6ZFU0 F6ZFU0
Q3UHH1 Q60649
P51944 B2RPY5
Q8CIB5 Q8CIB5
Q9EPS3 A0A286YD96
Q9CQS4 Q5FW53
P25916 Q9Z2B9
P52955 Q3UV71
F8WIJ5 D6RH62
Q8CGB6 P35438
A0A0R4J066 Q9CYY7
Q8K1R3 Q6PIP5
Q8BWT5 Q3U717
D3Z4M4 D3Z4M4
Q91WQ5 Q8K2R5
O09005 Q68ED3
Q673H1 Q673H1
Q60930 Q60930
O70492 O08614
G5E8C4 G5E8C4
Q80YD6 Q9D9S1
Q8BT07 G3X8R8
Q9CYA6 Q9CYA6
Q9D074 Q9D074
Q3U3V8 Q8BWT5
Q78IK2 E9Q3T6
Q9DB43 Q9DB43
Q5HZG4 Q9D868
Q5U4H9 Q9CS74
Q9JMG9 Q9JMG9
Q80TR8 Q80TR8
P70347 P14719
Q32NY6 Q32NY6
Q8CCE9 O70220
Q811Q9 H3BJD7
Q5SWU9 Q5SWU9
Q9D882 Q9D882
P68510 P68510
Q8BTW3 Q8BTW3
Q62189 Q8VE97
Q3TEW6 Q3TEW6
Q8VE37 P56581
Q8BI21 Q3UG20
Q80YS6 Q8K1Y2
Q9WTW4 Q3TPR7
P61965 P61965
Q8K368 Q8K368
Q9ESZ8 Q9ESZ8
P11725 P11725
A0A0N4SVL0 A0A0N4SVL0
P05977 Q9EPA7
Q571H0 Q571H0
G3X9F7 G3X9F7
Q62293 Q62293
Q8C804 O35625
A0A0R4J289 B2RT41
Q8BFX1 Q3UZ64
P12388 Q8BHD0
Q09324 Q9CQ28
E9Q395 Q9WTP9
Q8K301 Q8K301
Q9QYR6 Q9CZS1
E9PZM4 Q8CCK0
Q6RI63 Q6RI63
Q60675 Q8CAE3
Q3TAQ3 Q9CQB2
A0A0R4J0F6 F6SLK1
Q3UH06 Q9DCM7
A2A7S8 Q9D8U8
Q9Z1E4 Q9D824
Q9R0P9 Q9R0P9
O35182 O35182
Q9JJ57 Q9JJ57
Q9JHT5 Q9JHT5
D3Z656 P03930
Q9D8Y1 Q8CHY3
E5FYH1 E5FYH1
Q3UR42 Q3UR42
Q9D7N3 Q14C51
O88854 Q7TSN6
Q9D3L0 A0A0B4J1G6
F6VPT9 A0A0R4J097
Q91WS4 Q91WS4
Q9CXV9 Q99KR8
Q9D7B7 Q9QXJ4
E9Q2M3 A0A0R4J0I4
Q9D6Z0 Q9R0S0
Q641P0 Q3U564
O88491 O88491
E9Q4N7 Q61009
Q9Z2B9 Q9Z2B9
F8VQ40 Q9Z0F8
Q9QWW1 O88602
Q810S1 Q9QXW9
Q0VDY1 Q0VDY1
Q9R0B8 P70304
G3X8R8 Q99PN3
Q8BHB4 O70325
Q3UNH6 Q3UNH6
Q9CPY4 O54917
Q9WTP9 P13373
Q9D1C3 Q5M9N4
Q07409 Q07409
P70310 Q8R0Z5
Q61738 Q9R100
Q07813 Q8CCI5
Q8R4H9 Q9CPX7
A2AEP2 Q9CVI2
Q80YS6 D3YWW5
G5E8T9 Q810M1
P30276 P30276
Q8VHV1 Q8VHV1
Q8BIQ8 Q8BIQ8
P09671 P09671
Q6ZWY3 P53395
Q9QZW9 Q9Z2G0
Q3U5D9 Q3U5D9
Q9Z2U0 Q9Z2U0
Q7TPR4 Q9Z1T1
E9QNR8 Q58FA4
Q562D6 Q9QZS8
Q3UN58 Q3UN58
Q6VYH9 P56386
Q9D7P9 Q3UBG2
P14094 P14094
Q8BHL6 Q8CI96
Q8C006 Q8C006
Q8BGV3 Q6J1H4
Q7TNV0 Q61464
Q8R5K2 Q8R5K2
Q3SYK4 P41251
P97718 Q3U0X8
Q9CQS8 P62274
Q9CR62 Q8BY02
Q07563 Q07563
Q8R2Q6 Q8R2Q6
Q9CR83 Q9CR83
Q8VEJ3 Q8VEJ3
G3X939 Q6F5E0
P30935 Q9D3J3
Q64323 Q64323
Q8CAF4 Q9D8U8
A2A6A1 Q69ZR2
Q8C761 Q810A1
Q6J1H4 Q6P243
Q9Z2G0 Q9Z2G0
Q6P3A8 E9Q774
Q8BTM9 Q9QY84
Q9QVN7 Q9D8P7
Q9DB54 Q62381
Q3V3R1 Q3V3R1
B9EKF4 Q3V1L6
Q9JMB1 Q9JMB1
Q65CL1 Q65CL1
Q99M03 Q9D4C1
F7BWJ7 Q810A1
E9QJU7 Q9D2C9
O88351 O88351
Q9CXW2 Q9CXW2
Q0VF22 Q0VF22
Q8K2Y9 Q8K2Y9
Q6LEM2 Q6LCE8
Q9QZ28 P52955
P62880 P62880
Q80UQ2 A0A0A0MQ90
A2ABV5 Q0VGU4
E9PXZ3 G3X939
P28474 P28474
Q60718 Q60718
Q6LEM2 Q6LEM2
A2AWL7 A2AWL7
Q9JMA3 Q9WUZ3
Q3UMG6 Q3TVW5
Q6P3A8 Q9D2V5
Q9CQS6 Q8BLX4
F6TQN9 F6TQN9
F8VQJ3 F8VQJ3
Q9JIF9 Q9JIF9
E9PUQ8 Q9CQ02
P28293 P28293
Q3UFM5 Q9Z103
P58334 P58334
Q64701 Q64127
Q8K1Y2 Q9JI57
Q91W82 Q91W82
Q80VC6 Q8BS90
Q91Z50 Q6NZD2
E9Q5L8 D3YYL3
Q8C0N1 Q8C0N1
Q9ET38 Q9ET38
Q80UK0 Q3U0X8
O35618 P21981
P63330 P63330
Q9CQL5 Q3UZ64
Q9QXI6 Q9QXI6
P27782 P26687
E9Q616 E9Q616
P70362 Q9DB30
E9Q2I3 O08688
A0A140LJC7 Q64096
Q9D2R6 Q9D2R6
Q91X76 Q91VH2
Q3V3R1 Q8BY02
G3UZH0 G3UZH0
O88829 Q61121
Q8C838 Q8C838
D3Z603 Q8R016
E9PYA3 G5E8T9
E9QMN1 Q6PFE7
P97760 Q80UW8
Q8JZZ7 Q8JZZ7
Q5SW28 Q5SW28
P70284 Q9ERH4
Q8BUR3 Q99PJ2
Q562G0 Q562G0
Q9CQI9 Q99K74
Q9CQS8 Q68ED3
P08122 P59598
D3Z3N4 Q8BY02
Q9D084 Q9R0S0
O70176 O70176
Q6PJN8 A0A0R4J267
Q52KG4 Q52KG4
Q8BKJ9 Q8BKJ9
Q5U462 Q3UBG2
Q8BZ33 E9Q555
Q9DBR3 Q99M80
